,MM_Acc,DD_Mes_Acc,Dia_Semana_Acc,Hora_Acc,Min_Acc,Localidad,Gravedad_Indicador_Tradicional,Clase,Edad,Sexo
0,1,7,7,0,10,9,1,2,32.0,1
1,1,7,7,0,10,9,1,2,42.0,1
2,1,7,7,0,10,9,1,2,31.0,2
3,1,7,7,0,10,9,1,2,28.0,1
4,1,7,7,0,10,9,1,2,34.0,1
5,1,4,4,8,7,7,1,1,23.0,2
6,1,4,4,8,7,7,1,2,50.0,1
7,1,6,6,11,57,13,1,1,26.0,1
8,1,6,6,11,57,13,1,1,39.0,2
9,1,6,6,11,57,13,1,1,53.0,1
10,1,6,6,11,57,13,1,1,46.0,2
11,1,6,6,16,4,4,3,1,24.0,2
12,1,6,6,16,4,4,3,2,33.0,1
13,1,4,4,19,36,12,1,2,36.0,1
14,1,4,4,19,36,12,1,2,32.0,2
15,1,4,4,19,36,12,1,3,38.0,1
16,1,1,1,12,0,18,3,2,22.0,1
17,1,1,1,12,0,18,3,1,37.0,1
18,1,6,6,23,40,2,1,1,35.0,1
19,1,5,5,10,10,11,1,2,40.0,1
20,1,7,7,11,25,18,1,1,43.0,1
21,1,7,7,11,25,18,1,1,41.0,2
22,1,7,7,15,45,12,1,1,45.0,1
23,1,9,2,9,30,17,1,1,29.0,1
24,1,9,2,9,30,17,1,2,26.0,1
25,1,7,7,17,15,5,1,1,35.0,1
26,1,9,2,21,0,19,1,1,28.0,1
27,1,9,2,21,0,19,1,1,52.0,1
28,1,8,1,5,43,3,1,1,29.0,1
29,1,8,1,5,43,3,1,1,28.0,1
30,1,8,1,5,43,3,1,1,26.0,2
31,1,7,7,16,45,9,1,1,29.0,1
32,1,7,7,16,45,9,1,1,16.0,2
33,1,7,7,16,45,9,1,5,51.0,1
34,1,6,6,20,24,15,1,2,41.0,1
35,1,6,6,20,24,15,1,1,27.0,2
36,1,6,6,20,24,15,1,1,30.0,1
37,1,4,4,14,50,10,1,2,34.0,1
38,1,4,4,14,50,10,1,1,61.0,1
39,1,4,4,14,50,10,1,4,65.0,1
40,1,9,2,19,21,17,1,1,24.0,2
41,1,9,2,19,21,17,1,1,57.0,1
42,1,7,7,16,10,8,1,2,24.0,1
43,1,7,7,16,10,8,1,1,23.0,1
44,1,11,4,23,32,16,1,1,27.0,1
45,1,13,6,16,5,15,1,1,37.0,1
46,1,13,6,16,5,15,1,6,34.0,1
47,1,13,6,13,0,11,1,1,50.0,2
48,1,13,6,13,0,11,1,1,24.0,1
49,1,16,2,5,50,17,1,2,23.0,1
50,1,16,2,5,50,17,1,1,36.0,1
51,1,13,6,20,38,16,1,1,22.0,1
52,1,14,7,15,45,18,1,3,28.0,2
53,1,14,7,15,45,18,1,3,58.0,2
54,1,14,7,15,45,18,1,3,24.0,2
55,1,14,7,15,45,18,1,3,53.0,2
56,1,15,1,7,34,6,1,1,28.0,1
57,1,15,1,7,34,6,1,1,31.0,2
58,1,15,1,7,34,6,1,2,65.0,1
59,1,16,2,19,32,16,1,1,21.0,1
60,1,16,2,21,0,12,1,3,39.0,1
61,1,16,2,21,0,12,1,5,57.0,1
62,1,1,1,9,10,14,1,4,24.0,1
63,1,1,1,6,30,8,1,5,54.0,1
64,1,9,2,6,20,10,1,2,52.0,1
65,1,9,2,6,20,10,1,1,24.0,1
66,1,9,2,6,20,10,1,6,53.0,1
67,1,13,6,0,50,17,1,1,27.0,1
68,1,13,6,0,50,17,1,1,25.0,1
69,1,9,2,17,30,12,1,16,18.0,1
70,1,9,2,17,30,12,1,16,36.0,1
71,1,9,2,14,43,12,1,3,62.0,1
72,1,10,3,17,49,11,1,3,40.0,1
73,1,10,3,17,49,11,1,3,56.0,2
74,1,10,3,8,30,11,1,1,25.0,1
75,1,1,1,23,35,5,1,1,25.0,1
76,1,5,5,2,40,16,2,4,22.0,1
77,1,2,2,10,50,5,1,2,61.0,1
78,1,4,4,17,10,13,1,1,22.0,1
79,1,4,4,17,10,13,1,4,26.0,1
80,1,2,2,7,20,14,1,1,26.0,1
81,1,2,2,7,20,14,1,4,35.0,1
82,1,4,4,19,6,10,1,1,23.0,2
83,1,3,3,20,30,16,1,9,31.0,1
84,1,3,3,20,30,16,1,5,16.0,1
85,1,11,4,8,45,13,3,9,58.0,1
86,1,10,3,18,38,15,1,3,54.0,1
87,1,10,3,18,38,15,1,3,71.0,2
88,1,10,3,18,5,12,1,2,45.0,1
89,1,10,3,18,5,12,1,1,22.0,1
90,1,10,3,18,5,12,1,1,27.0,1
91,1,10,3,18,5,12,1,1,25.0,2
92,1,10,3,23,37,1,1,2,46.0,1
93,1,10,3,23,37,1,1,1,21.0,1
94,1,11,4,13,40,1,1,2,56.0,1
95,1,12,5,3,40,2,1,1,35.0,1
96,1,11,4,12,30,11,1,4,70.0,1
97,1,11,4,12,30,11,1,5,51.0,1
98,1,13,6,12,5,16,3,4,27.0,1
99,1,2,2,5,55,12,1,1,28.0,1
100,1,2,2,5,55,12,1,5,18.0,1
101,1,3,3,5,40,1,1,1,25.0,1
102,1,3,3,5,40,1,1,1,35.0,2
103,1,3,3,5,40,1,1,1,32.0,1
104,1,4,4,7,51,10,1,2,43.0,1
105,1,4,4,7,51,10,1,1,32.0,1
106,1,6,6,8,40,5,1,3,39.0,1
107,1,6,6,8,40,5,1,3,58.0,2
108,1,5,5,18,20,19,1,1,48.0,2
109,1,5,5,18,20,19,1,5,40.0,1
110,1,5,5,7,45,18,1,4,49.0,1
111,1,5,5,7,45,18,1,5,30.0,1
112,1,7,7,17,22,16,1,1,25.0,1
113,1,7,7,17,22,16,1,1,28.0,1
114,1,7,7,17,22,16,1,1,20.0,2
115,1,7,7,17,22,16,1,1,22.0,1
116,1,10,3,19,30,16,1,1,37.0,1
117,1,10,3,19,30,16,1,1,33.0,2
118,1,10,3,10,50,8,1,1,69.0,1
119,1,10,3,10,50,8,1,2,69.0,1
120,1,13,6,22,15,16,1,1,28.0,1
121,1,14,7,5,35,11,1,1,23.0,1
122,1,14,7,5,35,11,1,1,23.0,2
123,1,14,7,1,13,11,3,4,36.0,1
124,1,15,1,18,56,16,2,5,22.0,1
125,1,13,6,19,20,12,3,2,22.0,1
126,1,13,6,19,20,12,3,1,20.0,1
127,1,13,6,14,7,15,1,5,40.0,1
128,1,14,7,17,0,13,1,5,22.0,1
129,1,14,7,4,30,6,1,1,30.0,1
130,1,14,7,4,30,6,1,1,27.0,2
131,1,14,7,4,30,6,1,1,20.0,1
132,1,14,7,4,30,6,1,1,21.0,1
133,1,14,7,4,4,15,1,1,38.0,1
134,1,14,7,4,4,15,1,1,33.0,2
135,1,14,7,4,4,15,1,1,38.0,1
136,1,14,7,4,4,15,1,1,30.0,1
137,1,14,7,10,42,2,1,2,35.0,1
138,1,14,7,10,42,2,1,2,47.0,2
139,1,14,7,10,42,2,1,2,55.0,1
140,1,13,6,10,42,16,1,3,59.0,1
141,1,14,7,13,35,15,3,2,32.0,2
142,1,14,7,22,52,1,1,5,56.0,1
143,1,14,7,22,52,1,1,2,32.0,1
144,1,13,6,12,45,13,1,9,46.0,1
145,1,1,1,19,5,15,1,3,33.0,1
146,1,1,1,19,5,15,1,3,19.0,1
147,1,1,1,20,32,12,2,1,25.0,1
148,1,5,5,12,0,15,1,3,33.0,1
149,1,5,5,12,0,15,1,1,43.0,1
150,1,7,7,14,30,15,3,2,42.0,1
151,1,7,7,14,30,15,3,2,26.0,1
152,1,3,3,7,50,12,1,1,26.0,1
153,1,8,1,7,35,14,1,1,36.0,1
154,1,8,1,7,35,14,1,4,68.0,1
155,1,8,1,7,35,14,1,1,31.0,1
156,1,8,1,7,35,14,1,1,12.0,1
157,1,8,1,12,45,15,1,4,29.0,1
158,1,8,1,12,45,15,1,3,38.0,1
159,1,8,1,12,45,15,1,3,66.0,2
160,1,8,1,18,21,1,1,1,23.0,1
161,1,8,1,18,21,1,1,1,26.0,2
162,1,8,1,18,21,1,1,2,65.0,1
163,1,12,5,5,23,8,1,1,48.0,1
164,1,12,5,5,23,8,1,4,35.0,1
165,1,12,5,8,50,11,1,1,29.0,1
166,1,12,5,8,50,11,1,1,41.0,1
167,1,12,5,4,40,12,2,1,41.0,1
168,1,11,4,15,30,14,1,1,26.0,2
169,1,11,4,15,30,14,1,2,69.0,1
170,1,12,5,8,55,13,1,2,37.0,1
171,1,12,5,8,55,13,1,2,15.0,2
172,1,12,5,8,55,13,1,4,34.0,1
173,1,12,5,8,55,13,1,7,25.0,1
174,1,13,6,5,18,17,3,4,30.0,1
175,1,13,6,5,18,17,3,1,30.0,1
176,1,14,7,8,57,16,1,1,30.0,1
177,1,14,7,8,57,16,1,1,28.0,2
178,1,12,5,6,50,11,1,9,32.0,1
179,1,12,5,6,50,11,1,1,23.0,1
180,1,12,5,6,50,11,1,1,51.0,2
181,1,12,5,6,50,11,1,3,37.0,1
182,1,14,7,14,50,15,1,2,27.0,2
183,1,14,7,14,50,15,1,5,37.0,1
184,1,13,6,23,30,12,1,3,31.0,1
185,1,13,6,23,30,12,1,1,27.0,1
186,1,14,7,8,35,5,1,3,47.0,1
187,1,14,7,8,35,5,1,5,28.0,1
188,1,13,6,22,0,9,2,1,31.0,1
189,1,13,6,22,0,9,2,1,41.0,1
190,1,13,6,22,0,9,2,1,47.0,2
191,1,13,6,15,45,17,1,1,34.0,1
192,1,13,6,15,45,17,1,5,64.0,1
193,1,6,6,8,40,18,1,2,34.0,1
194,1,6,6,8,40,18,1,1,48.0,2
195,1,10,3,7,13,3,1,3,53.0,1
196,1,10,3,7,13,3,1,3,63.0,2
197,1,9,2,15,40,11,1,1,28.0,2
198,1,9,2,13,15,12,1,6,43.0,1
199,1,9,2,6,20,14,1,4,38.0,1
200,1,9,2,6,20,14,1,4,30.0,1
201,1,9,2,6,20,14,1,4,46.0,2
202,1,9,2,6,20,14,1,2,43.0,1
203,1,10,3,17,16,17,1,1,28.0,1
204,1,11,4,19,0,15,1,4,20.0,1
205,1,11,4,19,0,15,1,1,31.0,1
206,1,11,4,19,0,15,1,1,25.0,2
207,1,13,6,3,54,16,3,2,53.0,1
208,1,12,5,19,0,3,1,1,25.0,1
209,1,12,5,6,40,8,1,1,29.0,1
210,1,12,5,0,20,8,1,2,52.0,1
211,1,10,3,17,48,5,1,1,39.0,1
212,1,12,5,9,50,8,1,4,41.0,1
213,1,12,5,9,50,8,1,1,20.0,1
214,1,12,5,20,0,10,1,2,38.0,2
215,1,12,5,20,0,10,1,1,24.0,1
216,1,12,5,20,0,10,1,1,21.0,1
217,1,11,4,17,0,8,1,3,51.0,1
218,1,11,4,17,0,8,1,3,63.0,2
219,1,1,1,18,32,4,1,1,26.0,1
220,1,1,1,11,0,12,1,1,23.0,1
221,1,1,1,11,0,12,1,2,27.0,1
222,1,1,1,7,40,4,1,2,56.0,1
223,1,1,1,7,40,4,1,1,27.0,1
224,1,1,1,7,40,4,1,2,58.0,1
225,1,4,4,0,35,11,1,11,25.0,2
226,1,4,4,0,35,11,1,1,30.0,1
227,1,4,4,0,35,11,1,1,33.0,2
228,1,2,2,21,21,15,1,2,53.0,1
229,1,2,2,21,21,15,1,1,31.0,1
230,1,11,4,8,30,13,3,1,43.0,2
231,1,7,7,20,45,11,1,2,61.0,1
232,1,7,7,20,45,11,1,1,30.0,1
233,1,10,3,14,30,11,3,2,41.0,1
234,1,10,3,14,30,11,3,3,40.0,1
235,1,8,1,10,30,16,1,4,59.0,1
236,1,8,1,10,30,16,1,2,63.0,1
237,1,8,1,10,30,16,1,1,41.0,1
238,1,8,1,10,30,16,1,1,36.0,2
239,1,11,4,5,36,11,1,1,44.0,1
240,1,11,4,5,36,11,1,1,39.0,1
241,1,11,4,5,36,11,1,1,19.0,2
242,1,11,4,2,10,12,1,1,27.0,1
243,1,11,4,2,10,12,1,1,29.0,1
244,1,11,4,2,10,12,1,2,43.0,1
245,1,11,4,11,27,11,1,3,22.0,1
246,1,11,4,11,27,11,1,3,59.0,2
247,1,12,5,8,11,1,1,1,27.0,1
248,1,12,5,8,11,1,1,1,29.0,2
249,1,12,5,8,30,6,1,4,39.0,1
250,1,12,5,8,30,6,1,1,22.0,2
251,1,12,5,7,14,1,1,4,53.0,1
252,1,12,5,7,14,1,1,1,23.0,1
253,1,12,5,7,14,1,1,2,23.0,1
254,1,12,5,22,0,14,1,2,28.0,1
255,1,12,5,22,0,14,1,2,26.0,1
256,1,12,5,22,0,14,1,3,54.0,1
257,1,12,5,11,25,17,1,3,20.0,2
258,1,12,5,11,25,17,1,1,36.0,1
259,1,12,5,11,25,17,1,1,40.0,2
260,1,12,5,19,35,12,1,2,30.0,1
261,1,12,5,19,35,12,1,1,28.0,1
262,1,12,5,19,35,12,1,1,26.0,1
263,1,11,4,22,30,18,1,2,29.0,1
264,1,11,4,22,30,18,1,6,49.0,1
265,1,2,2,5,45,11,1,1,19.0,1
266,1,3,3,20,20,8,1,1,31.0,1
267,1,2,2,14,0,17,1,1,35.0,1
268,1,2,2,14,0,17,1,2,27.0,1
269,1,7,7,2,58,12,2,2,42.0,2
270,1,7,7,2,58,12,2,2,40.0,1
271,1,5,5,2,48,15,2,1,27.0,1
272,1,5,5,2,48,15,2,2,57.0,1
273,1,4,4,14,9,10,1,1,28.0,1
274,1,4,4,14,9,10,1,1,46.0,2
275,1,3,3,15,39,4,1,3,56.0,1
276,1,3,3,15,39,4,1,3,39.0,2
277,1,7,7,19,5,1,1,1,34.0,1
278,1,8,1,18,50,15,1,1,28.0,1
279,1,7,7,19,6,10,1,1,35.0,1
280,1,7,7,19,6,10,1,3,34.0,1
281,1,8,1,21,5,15,1,1,17.0,2
282,1,8,1,21,5,15,1,5,34.0,1
283,2,19,1,6,0,5,1,1,29.0,1
284,2,19,1,6,0,5,1,1,32.0,2
285,2,20,2,20,40,15,1,2,34.0,1
286,2,20,2,20,40,15,1,5,18.0,1
287,2,20,2,0,15,13,2,2,37.0,1
288,2,20,2,19,42,8,1,4,61.0,1
289,2,20,2,19,42,8,1,1,32.0,1
290,2,16,5,10,40,12,1,1,51.0,1
291,2,16,5,10,40,12,1,10,17.0,1
292,2,16,5,10,40,12,1,10,59.0,2
293,2,21,3,2,0,12,3,2,35.0,1
294,2,21,3,2,0,12,3,2,36.0,1
295,2,21,3,2,0,12,3,2,23.0,1
296,2,21,3,2,0,12,3,2,26.0,1
297,3,8,5,2,10,12,1,1,26.0,1
298,3,8,5,16,0,7,1,1,24.0,2
299,3,8,5,16,0,7,1,1,25.0,1
300,3,8,5,16,0,7,1,1,24.0,1
301,3,6,3,12,37,16,1,5,44.0,1
302,3,6,3,12,37,16,1,1,28.0,1
303,3,13,3,3,50,18,1,5,36.0,2
304,3,9,6,23,50,5,1,3,27.0,1
305,3,12,2,22,14,13,1,1,23.0,2
306,3,12,2,22,14,13,1,1,23.0,2
307,3,11,1,16,50,11,1,3,62.0,1
308,3,11,1,16,50,11,1,3,6.0,2
309,3,9,6,19,30,1,1,1,28.0,1
310,3,9,6,19,30,1,1,1,47.0,1
311,3,10,7,10,10,1,1,2,30.0,1
312,3,10,7,10,10,1,1,1,19.0,1
313,3,6,3,15,25,2,1,3,65.0,1
314,3,6,3,15,25,2,1,1,25.0,1
315,5,2,4,6,45,14,1,1,23.0,1
316,5,2,4,6,45,14,1,1,20.0,2
317,5,4,6,14,35,13,1,1,19.0,1
318,5,2,4,13,0,13,1,4,45.0,1
319,5,6,1,13,40,17,1,3,45.0,1
320,5,6,1,13,40,17,1,3,63.0,2
321,5,3,5,23,55,13,1,2,34.0,1
322,5,3,5,23,55,13,1,1,21.0,1
323,5,3,5,23,55,13,1,1,33.0,2
324,5,7,2,13,20,12,1,3,38.0,2
325,5,7,2,13,20,12,1,1,20.0,1
326,5,9,4,9,0,1,2,7,35.0,1
327,5,9,4,9,0,1,2,1,27.0,2
328,5,4,6,7,5,9,1,1,30.0,2
329,5,4,6,7,5,9,1,1,31.0,2
330,5,7,2,8,50,1,1,11,56.0,1
331,5,7,2,8,50,1,1,1,25.0,2
332,5,7,2,8,50,1,1,1,45.0,2
333,5,8,3,17,32,8,1,3,35.0,1
334,5,8,3,17,32,8,1,5,28.0,1
335,5,8,3,7,50,1,1,1,43.0,1
336,5,8,3,7,50,1,1,1,24.0,2
337,5,14,2,7,30,7,1,2,54.0,1
338,5,14,2,7,30,7,1,16,61.0,1
339,5,14,2,6,50,1,1,1,55.0,1
340,5,14,2,6,50,1,1,1,34.0,2
341,5,11,6,20,0,12,1,3,50.0,1
342,5,11,6,20,0,12,1,3,37.0,2
343,5,24,5,14,15,10,1,3,37.0,1
344,5,24,5,14,15,10,1,3,55.0,1
345,5,26,7,17,20,3,1,1,36.0,1
346,6,1,6,0,30,17,2,6,42.0,1
347,6,1,6,0,30,17,2,1,27.0,1
348,6,4,2,13,5,1,1,4,60.0,1
349,6,4,2,13,5,1,1,1,29.0,1
350,6,4,2,13,5,1,1,1,24.0,2
351,5,22,3,18,0,10,1,2,44.0,1
352,5,22,3,18,0,10,1,1,18.0,1
353,5,27,1,16,30,17,1,1,35.0,1
354,5,27,1,16,30,17,1,5,13.0,1
355,5,23,4,8,39,11,1,8,52.0,1
356,5,23,4,8,39,11,1,8,10.0,1
357,5,26,7,18,45,18,1,2,37.0,1
358,5,26,7,18,45,18,1,1,28.0,2
359,5,25,6,7,46,14,1,1,31.0,1
360,5,29,3,10,20,11,1,1,25.0,1
361,5,29,3,10,20,11,1,2,47.0,1
362,5,29,3,10,20,11,1,9,33.0,1
363,5,24,5,8,44,6,1,3,27.0,1
364,5,24,5,8,44,6,1,2,40.0,1
365,5,24,5,8,44,6,1,2,39.0,2
366,5,24,5,8,44,6,1,2,43.0,1
367,5,27,1,11,48,12,1,4,27.0,1
368,5,27,1,11,48,12,1,1,45.0,1
369,5,24,5,19,44,16,1,1,32.0,1
370,5,24,5,19,44,16,1,1,23.0,1
371,5,24,5,19,44,16,1,1,39.0,2
372,5,25,6,4,26,11,3,2,30.0,1
373,5,25,6,4,26,11,3,2,60.0,1
374,5,25,6,19,30,14,3,7,58.0,1
375,5,27,1,14,15,11,1,12,56.0,1
376,5,27,1,14,15,11,1,12,11.0,1
377,5,27,1,14,15,11,1,2,34.0,2
378,5,27,1,19,0,16,1,5,12.0,1
379,5,27,1,19,0,16,1,2,38.0,1
380,5,24,5,16,5,14,1,2,57.0,1
381,5,24,5,16,5,14,1,2,58.0,2
382,5,24,5,16,5,14,1,1,22.0,1
383,5,30,4,3,0,18,1,2,39.0,1
384,5,30,4,3,0,18,1,1,33.0,1
385,5,30,4,21,30,16,1,1,23.0,1
386,5,22,3,12,56,18,1,1,29.0,1
387,5,22,3,12,56,18,1,5,15.0,1
388,5,22,3,12,56,18,1,5,11.0,2
389,5,27,1,10,40,15,1,1,22.0,1
390,4,11,4,18,37,17,1,3,54.0,1
391,4,11,4,18,37,17,1,5,65.0,1
392,4,13,6,3,10,12,2,4,23.0,1
393,4,13,6,3,10,12,2,4,31.0,1
394,4,13,6,12,20,15,1,2,18.0,1
395,4,14,7,19,9,15,1,1,38.0,1
396,4,13,6,19,9,1,1,1,25.0,1
397,4,13,6,19,9,1,1,2,38.0,1
398,4,12,5,14,50,3,1,1,17.0,1
399,4,12,5,14,50,3,1,1,15.0,1
400,4,13,6,7,30,3,1,5,33.0,1
401,4,13,6,7,30,3,1,1,42.0,1
402,5,6,1,6,50,17,1,2,55.0,1
403,5,6,1,6,50,17,1,1,28.0,1
404,5,6,1,6,50,17,1,1,21.0,1
405,4,14,7,21,20,11,3,2,51.0,1
406,4,14,7,21,20,11,3,4,33.0,1
407,4,21,7,0,40,11,3,2,48.0,1
408,4,17,3,6,15,12,1,1,20.0,1
409,4,19,5,18,40,3,1,3,36.0,1
410,4,14,7,17,37,12,1,2,26.0,1
411,4,14,7,17,37,12,1,1,64.0,2
412,4,14,7,17,37,12,1,1,25.0,1
413,4,19,5,12,27,18,3,2,31.0,1
414,4,15,1,10,30,11,1,3,34.0,1
415,1,22,1,7,35,16,1,4,41.0,1
416,1,22,1,7,35,16,1,1,42.0,1
417,4,4,4,13,50,16,1,2,47.0,1
418,4,4,4,13,50,16,1,2,5.0,2
419,4,7,7,12,41,10,1,3,25.0,1
420,4,7,7,12,41,10,1,3,42.0,2
421,4,7,7,15,4,3,1,4,47.0,1
422,4,8,1,17,50,12,1,2,41.0,1
423,4,8,1,17,50,12,1,1,28.0,1
424,4,8,1,19,43,3,1,1,34.0,1
425,1,27,6,9,26,16,1,4,34.0,1
426,1,27,6,9,26,16,1,1,25.0,1
427,1,27,6,15,10,16,2,1,27.0,1
428,1,27,6,15,10,16,2,2,29.0,1
429,1,27,6,9,10,17,1,1,24.0,1
430,1,27,6,9,10,17,1,1,21.0,1
431,1,27,6,15,30,7,1,1,22.0,1
432,1,27,6,15,30,7,1,2,32.0,2
433,1,26,5,7,50,9,1,9,28.0,1
434,1,26,5,7,50,9,1,1,30.0,1
435,1,26,5,7,50,9,1,1,45.0,2
436,1,28,7,8,36,1,1,4,38.0,2
437,1,28,7,8,36,1,1,2,16.0,1
438,1,28,7,8,36,1,1,2,20.0,1
439,1,26,5,7,42,6,1,3,32.0,1
440,1,26,5,7,42,6,1,5,22.0,1
441,1,24,3,18,20,15,1,3,50.0,1
442,1,24,3,18,20,15,1,5,17.0,1
443,6,17,1,7,30,2,1,5,27.0,1
444,6,15,6,9,40,15,3,2,41.0,1
445,6,15,6,9,40,15,3,1,32.0,1
446,6,14,5,14,47,1,1,1,24.0,1
447,6,14,5,14,47,1,1,1,31.0,1
448,6,12,3,8,27,16,1,1,21.0,1
449,6,12,3,6,53,16,1,1,26.0,2
450,6,13,4,12,15,14,1,2,44.0,2
451,6,14,5,8,44,19,1,1,23.0,1
452,6,14,5,8,44,19,1,1,27.0,2
453,6,14,5,8,44,19,1,1,29.0,1
454,6,14,5,15,20,12,1,2,34.0,1
455,6,14,5,1,14,4,1,1,24.0,1
456,6,14,5,1,14,4,1,2,70.0,1
457,6,14,5,6,30,13,1,3,62.0,1
458,6,14,5,6,30,13,1,5,66.0,1
459,6,15,6,6,50,12,1,1,22.0,2
460,6,15,6,6,50,12,1,1,21.0,2
461,6,7,5,19,10,11,1,2,36.0,1
462,6,7,5,19,10,11,1,2,25.0,2
463,6,7,5,19,10,11,1,1,22.0,1
464,6,16,7,10,0,15,1,1,39.0,1
465,6,16,7,10,0,15,1,1,33.0,1
466,6,17,1,19,48,17,1,2,49.0,1
467,6,13,4,10,0,14,1,9,56.0,1
468,2,26,1,15,55,4,3,15,51.0,1
469,6,10,1,22,5,8,1,1,26.0,1
470,6,10,1,22,5,8,1,11,63.0,1
471,6,8,6,0,51,11,1,1,29.0,1
472,6,8,6,0,51,11,1,5,21.0,1
473,6,8,6,0,51,11,1,5,23.0,1
474,6,9,7,16,5,3,1,1,24.0,1
475,6,9,7,16,5,3,1,1,26.0,2
476,6,8,6,18,45,18,1,1,29.0,1
477,6,8,6,18,45,18,1,1,40.0,1
478,6,8,6,18,45,18,1,1,22.0,1
479,6,9,7,3,0,5,1,1,51.0,1
480,6,9,7,3,0,5,1,1,51.0,1
481,6,8,6,0,5,4,1,1,28.0,1
482,6,8,6,0,5,4,1,1,31.0,2
483,6,8,6,12,50,11,1,1,39.0,1
484,6,8,6,12,50,11,1,1,26.0,1
485,6,8,6,13,40,2,1,1,50.0,1
486,6,8,6,13,40,2,1,1,53.0,1
487,6,9,7,22,40,15,1,12,64.0,1
488,6,9,7,22,40,15,1,1,23.0,1
489,6,7,5,6,21,10,1,2,38.0,1
490,6,7,5,6,21,10,1,1,24.0,2
491,6,7,5,4,37,11,1,5,43.0,1
492,6,7,5,4,37,11,1,1,30.0,2
493,6,7,5,19,57,12,1,1,30.0,1
494,1,20,6,11,40,1,3,4,66.0,2
495,1,20,6,13,40,11,2,1,27.0,1
496,1,20,6,13,40,11,2,5,60.0,1
497,1,20,6,10,0,11,1,2,40.0,1
498,1,20,6,10,0,11,1,1,53.0,1
499,1,20,6,19,0,14,1,1,22.0,1
500,1,20,6,19,0,14,1,5,47.0,1
501,2,16,5,8,30,11,1,1,27.0,1
502,2,16,5,8,30,11,1,1,22.0,2
503,2,21,3,11,40,5,1,4,66.0,1
504,2,22,4,23,27,12,1,2,42.0,1
505,2,22,4,23,27,12,1,1,22.0,1
506,2,21,3,15,29,11,1,1,21.0,2
507,2,21,3,15,29,11,1,3,55.0,1
508,2,21,3,5,20,17,1,1,33.0,1
509,2,21,3,5,20,17,1,5,33.0,2
510,2,20,2,10,28,1,1,3,26.0,1
511,2,20,2,10,28,1,1,3,33.0,2
512,2,3,6,10,20,17,1,3,22.0,1
513,2,3,6,10,20,17,1,1,36.0,1
514,3,7,4,6,15,9,1,1,47.0,1
515,3,7,4,6,15,9,1,5,18.0,1
516,3,7,4,15,3,14,1,3,47.0,1
517,3,7,4,15,3,14,1,3,23.0,2
518,3,11,1,18,0,12,1,5,21.0,2
519,3,11,1,18,0,12,1,5,20.0,1
520,3,11,1,18,0,12,1,5,37.0,1
521,3,11,1,6,25,5,1,2,48.0,1
522,3,11,1,6,25,5,1,2,38.0,2
523,3,11,1,6,25,5,1,3,28.0,1
524,3,11,1,21,30,16,1,9,45.0,1
525,3,11,1,6,45,16,1,2,31.0,1
526,3,11,1,6,45,16,1,2,17.0,2
527,3,11,1,6,45,16,1,1,52.0,1
528,2,23,5,3,8,17,1,1,41.0,1
529,2,23,5,3,8,17,1,1,27.0,1
530,2,22,4,8,23,12,1,1,22.0,1
531,2,22,4,8,23,12,1,5,56.0,1
532,2,9,5,8,30,12,1,1,25.0,1
533,2,9,5,8,30,12,1,5,67.0,1
534,2,19,1,14,15,2,1,3,39.0,1
535,2,19,1,14,15,2,1,1,25.0,1
536,6,14,5,19,56,12,1,1,21.0,2
537,6,14,5,19,56,12,1,1,30.0,1
538,6,14,5,22,20,12,1,2,51.0,1
539,6,14,5,22,20,12,1,1,23.0,2
540,6,14,5,3,35,15,1,2,22.0,1
541,6,14,5,3,35,15,1,1,34.0,1
542,6,16,7,20,50,11,2,2,51.0,1
543,6,16,7,20,50,11,2,1,22.0,1
544,6,16,7,20,50,11,2,1,20.0,2
545,6,16,7,15,50,13,1,3,36.0,1
546,6,16,7,15,50,13,1,3,25.0,1
547,6,15,6,15,15,12,1,9,27.0,1
548,6,15,6,15,15,12,1,1,25.0,1
549,6,15,6,15,15,12,1,1,14.0,2
550,6,15,6,8,46,7,1,3,24.0,1
551,6,15,6,15,50,12,1,1,30.0,1
552,6,15,6,15,50,12,1,1,30.0,2
553,6,15,6,15,50,12,1,2,26.0,1
554,6,16,7,11,35,13,1,1,19.0,1
555,6,14,5,8,20,15,1,1,22.0,1
556,6,14,5,8,20,15,1,1,18.0,1
557,6,14,5,8,20,15,1,5,19.0,1
558,6,16,7,21,10,12,1,2,59.0,1
559,6,16,7,21,10,12,1,1,28.0,2
560,6,16,7,1,20,16,1,4,57.0,2
561,6,16,7,1,20,16,1,4,66.0,1
562,6,16,7,1,20,16,1,4,45.0,1
563,6,16,7,2,8,16,1,6,36.0,1
564,6,16,7,2,8,16,1,2,19.0,1
565,6,16,7,2,8,16,1,2,18.0,1
566,6,16,7,2,8,16,1,2,0.0,2
567,6,17,1,22,45,10,1,1,24.0,1
568,6,17,1,18,50,15,2,1,26.0,1
569,6,15,6,21,17,9,1,1,26.0,1
570,6,17,1,10,45,17,1,1,25.0,1
571,6,17,1,10,45,17,1,1,43.0,1
572,6,17,1,10,45,17,1,1,30.0,1
573,6,17,1,10,45,17,1,1,28.0,1
574,6,17,1,10,45,17,1,1,23.0,1
575,6,19,3,3,20,11,1,2,26.0,1
576,6,19,3,3,20,11,1,2,22.0,2
577,6,19,3,3,20,11,1,2,21.0,1
578,6,15,6,21,40,18,1,3,69.0,1
